Country,Indicator Code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Indicator Name
Australia,EG.USE.PCAP.KG.OE,5793.11602573559,5745.23218954465,5575.28709327857,5468.39136879598,5334.68167873774,5483.81640154023,,,,,Energy use (kg of oil equivalent per capita)
Australia,SP.DYN.TFRT.IN,1.928,1.926,1.92,1.855,1.826,1.814,1.752,1.741,1.74,1.657,"Fertility rate, total (births per woman)"
Australia,AG.PRD.FOOD.XD,87.41,91.14,96.4,97.17,101.14,101.28,97.58,107.28,96.97,,Food production index (2014-2016 = 100)
Australia,AG.LND.FRST.ZS,16.862931674108,16.9553102586465,17.047688843185,17.1400674277235,17.232446012262,17.3248245968004,17.4254877132405,17.4229136169693,17.4213145571644,17.4213145571644,Forest area (% of land area)
Australia,EG.USE.COMM.FO.ZS,94.4247422153125,94.421655861136,94.3770061151001,93.70804882449,93.386835655426,89.6256301102374,,,,,Fossil fuel energy consumption (% of total)
Australia,NY.GDP.MKTP.KD.ZG,2.067417127684,2.46275631162725,3.91816287094112,2.58489770154893,2.5331146653882,2.19264742646037,2.7706521973025,2.30061062359425,2.94928577160958,2.16095629535999,GDP growth (annual %)
Australia,EN.CLC.GHGR.MT.CE,,,,,,,,,,,GHG net emissions/removals by LUCF (Mt of CO2 equivalent)
Australia,SI.POV.GINI,34.7,,,,34.4,,,,,,Gini index (World Bank estimate)
Australia,GE.EST,1.768756,1.69595,1.62144,1.639869,1.607115,1.564534,1.568509,1.535514,1.596495,1.571896,Government Effectiveness: Estimate
Australia,SE.XPD.TOTL.GB.ZS,14.3240003585815,13.4849996566772,13.1744003295898,14.0413904190063,13.8837900161743,14.079719543457,13.7710695266724,13.6134099960327,,,"Government expenditure on education, total (% of government expenditure)"
Australia,EN.CLC.HEAT.XD,,,,,,,,,,,Heat Index 35 (projected change in days)
Australia,SH.MED.BEDS.ZS,3.78,3.79,3.75,3.74,3.79,3.82,3.84,,,,"Hospital beds (per 1,000 people)"
Australia,SI.DST.FRST.20,7.3,,,,7.4,,,,,,Income share held by lowest 20%
Australia,IT.NET.USER.ZS,76.0,79.48769771,79.0,83.45349717,84.0,84.56051491,86.54,86.54504885,,,Individuals using the Internet (% of population)
Australia,SL.TLF.ACTI.ZS,76.45,76.65,76.41,76.4,76.34,77.01,77.02,77.51,78.07,78.51,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)"
Australia,SP.DYN.LE00.IN,81.6951219512195,81.8951219512195,82.0463414634146,82.1487804878049,82.3,82.4,82.4487804878049,82.5,82.7487804878049,82.9,"Life expectancy at birth, total (years)"
Australia,SE.ADT.LITR.ZS,,,,,,,,,,,"Literacy rate, adult total (% of people ages 15 and above)"
Australia,EN.MAM.THRD.NO,,,,,,,,,63.0,,"Mammal species, threatened"
Australia,EN.CLC.PRCP.XD,,,,,,,,,,,"Maximum 5-day Rainfall, 25-year Return Level (projected change in mm)"
Australia,EN.CLC.SPEI.XD,,,,,,,,,,,"Mean Drought Index (projected change, unitless)"
Australia,EN.ATM.METH.PC,5.41582035017645,7.55684058351952,7.33412174518931,5.49763450385459,5.75872415400342,5.60253728639093,4.88944048274006,5.6829036503744,5.56665479711391,,Methane emissions (metric tons of CO2 equivalent per capita)
Australia,SH.DYN.MORT,4.8,4.5,4.3,4.1,4.0,3.9,3.8,3.7,3.7,3.6,"Mortality rate, under-5 (per 1,000 live births)"
Australia,SM.POP.NETM,,,989375.0,,,,,791229.0,,,Net migration
Australia,EN.ATM.NOXE.PC,2.48051108059959,4.82542006221659,4.71067652907289,2.74687156924799,3.22887263017575,3.02149878684472,2.37237901001397,3.22902414695474,3.07252766395674,,Nitrous oxide emissions (metric tons of CO2 equivalent per capita)
Australia,IP.PAT.RESD,2409.0,2383.0,2627.0,3061.0,1988.0,2291.0,2620.0,2503.0,2757.0,2637.0,"Patent applications, residents"
Australia,SH.H2O.SMDW.ZS,,,,,,,,,,,People using safely managed drinking water services (% of population)
Australia,SH.STA.SMSS.ZS,64.59036915,65.55728167,66.5241942,67.49110673,68.45801925,69.42493178,70.39184431,71.35875683,72.32566936,73.29258189,People using safely managed sanitation services (% of population)
Australia,EN.ATM.PM25.MC.M3,10.6188794048093,11.0472649248094,10.5370899888968,9.987683889602,9.49297875176193,9.32001528859246,8.61450892396923,8.55032440147794,,,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"
Australia,PV.EST,0.8888599,0.9357101,0.9979972,1.031073,1.032192,0.8849798,1.047958,0.8900895,1.002703,1.086503,Political Stability and Absence of Violence/Terrorism: Estimate
Australia,SP.POP.65UP.TO.ZS,13.3765558056607,13.6303082070145,13.9302883502879,14.2526570621872,14.5653171853498,14.8546106880091,15.1411186020755,15.4040208878559,15.6564752275591,15.9212017459054,Population ages 65 and above (% of total population)
Australia,EN.POP.DNST,2.86785858401781,2.90798641031983,2.95920036968095,3.01057352615753,3.05581479504836,3.10011259648803,3.14493553058884,3.19836141871706,3.24787091037205,3.29767018286484,Population density (people per sq. km of land area)
Australia,SI.POV.NAHC,,,,,,,,,,,Poverty headcount ratio at national poverty lines (% of population)
Australia,SH.STA.OWAD.ZS,61.7,62.2,62.7,63.1,63.6,64.0,64.5,,,,Prevalence of overweight (% of adults)
Australia,SN.ITK.DEFC.ZS,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,Prevalence of undernourishment (% of population)
Australia,SG.GEN.PARL.ZS,24.6666666666667,24.6666666666667,24.6666666666667,26.0,26.0,26.6666666666667,28.6666666666667,28.6666666666667,28.6666666666667,30.4635761589404,Proportion of seats held by women in national parliaments (%)
Australia,SL.TLF.CACT.FM.ZS,81.0397131825703,81.6233407079646,81.9902574808629,82.2377622377622,82.6674169949353,83.0853453116227,83.8750706613906,84.4491525423729,84.9943693693694,85.469364811692,Ratio of female to male labor force participation rate (%) (modeled ILO estimate)
Australia,RQ.EST,1.698415,1.858609,1.786468,1.800868,1.863708,1.788684,1.896966,1.930234,1.903537,1.873539,Regulatory Quality: Estimate
Australia,EG.ELC.RNEW.ZS,8.61187962842023,10.4266522781963,10.5926533603071,13.2641083883167,14.9067122095833,13.6378410946741,,,,,Renewable electricity output (% of total electricity output)
Australia,EG.FEC.RNEW.ZS,8.1633996963501,8.31859970092773,8.29450035095215,9.21520042419434,9.3169002532959,9.31550025939941,9.4197998046875,9.68610000610352,9.64500045776367,,Renewable energy consumption (% of total final energy consumption)
Australia,GB.XPD.RSDV.GD.ZS,2.37586,2.23765,,2.1787,,1.91943,,1.87372,,,Research and development expenditure (% of GDP)
Australia,RL.EST,1.764966,1.74258,1.766946,1.778639,1.923105,1.825212,1.755521,1.681837,1.714284,1.734145,Rule of Law: Estimate
Australia,SE.PRM.ENRR,105.619430541992,105.689682006836,105.984451293945,105.993850708008,105.457092285156,101.599906921387,100.744407653809,100.338981628418,100.160591125488,,"School enrollment, primary (% gross)"
Australia,SE.ENR.PRSC.FM.ZS,,,,,,0.925260007381439,0.925170004367828,0.937539994716644,0.968850016593933,,"School enrollment, primary and secondary (gross), gender parity index (GPI)"
Australia,IP.JRN.ARTC.SC,41687.77,45026.57,46511.75,50340.27,52666.28,52945.01,53781.62,53428.79,53610.22,,Scientific and technical journal articles
Australia,IC.LGL.CRED.XQ,,,,11.0,11.0,11.0,11.0,11.0,11.0,11.0,Strength of legal rights index (0=weak to 12=strong)
Australia,ER.PTD.TOTL.ZS,,,,,,,28.5918417236676,29.7087937305528,29.7087937305528,,Terrestrial and marine protected areas (% of total territorial area)
Australia,SL.UEM.TOTL.ZS,5.21,5.08,5.22,5.66,6.08,6.05,5.71,5.59,5.3,5.16,"Unemployment, total (% of total labor force) (modeled ILO estimate)"
Australia,SP.UWT.TFRT,,,,,,,,,,,Unmet need for contraception (% of married women ages 15-49)
Australia,VA.EST,1.419766,1.453721,1.49919,1.436414,1.361716,1.355591,1.353702,1.3857,1.428863,1.315125,Voice and Accountability: Estimate
Austria,EG.CFT.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,Access to clean fuels and technologies for cooking (% of population)
Austria,EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,Access to electricity (% of population)
Austria,NY.ADJ.DRES.GN.ZS,0.093209030752439,0.13365108747634,0.140100522289631,0.112969435234788,0.091199744265891,0.0514553510335257,0.0339586808154604,0.0495169778890056,0.0610171820880572,0.0476415845601019,Adjusted savings: natural resources depletion (% of GNI)
Austria,NY.ADJ.DFOR.GN.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Adjusted savings: net forest depletion (% of GNI)
Austria,AG.LND.AGRI.ZS,33.6583061849802,33.3971245503325,33.1322528284517,32.913693036556,32.8902245434606,32.9429229277751,32.3578526417838,32.1694134755211,32.1477217644207,,Agricultural land (% of land area)
Austria,NV.AGR.TOTL.ZS,1.26732767225745,1.40191493427276,1.3485513899381,1.25472121594195,1.20074056404147,1.1297901935645,1.11031647926172,1.21059315171016,1.13438306003741,1.08562333151095,"Agriculture, forestry, and fishing, value added (% of GDP)"
Austria,ER.H2O.FWTL.ZS,,,6.34545454545455,,,,,6.34545454545455,,,"Annual freshwater withdrawals, total (% of internal resources)"
Austria,SI.SPR.PCAP.ZG,,,,,,,,,0.44,,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)"
Austria,SH.DTH.COMM.ZS,2.77306151336402,,,,,2.67367991707398,,,,3.5699786156552,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)"
Austria,SL.TLF.0714.ZS,,,,,,,,,,,"Children in employment, total (% of children ages 7-14)"
Austria,EN.ATM.CO2E.PC,8.36501501063443,8.13547478127942,7.72361441429771,7.75369957604068,7.25338378134494,7.3067452655704,7.25562651573804,7.48275147921596,7.14663762463773,,CO2 emissions (metric tons per capita)
Austria,CC.EST,1.585462,1.431896,1.389731,1.550795,1.474735,1.519276,1.548537,1.526029,1.596492,1.545429,Control of Corruption: Estimate
Austria,EN.CLC.CDDY.XD,,,,,,,,,,,Cooling Degree Days (projected change in number of degree Celsius)
Austria,EN.CLC.MDAT.ZS,,,,,,,,,,,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)"
Austria,IC.BUS.EASE.XQ,,,,,,,,,,27.0,Ease of doing business index (1=most business-friendly regulations)
Austria,EG.ELC.COAL.ZS,9.8684016839874,11.7789696813977,9.08746907291515,9.4562354763749,7.97033238119969,8.22660816346356,,,,,Electricity production from coal sources (% of total)
Austria,EG.IMP.CONS.ZS,64.8344395273815,65.3854438379604,61.9544655879094,63.4170521216642,62.4237860331551,63.5448534935955,,,,,"Energy imports, net (% of energy use)"
Austria,EG.EGY.PRIM.PP.KD,3.94779679994556,3.729968115564,3.68553604791994,3.72613854340345,3.55563811360114,3.60837670799345,,,,,Energy intensity level of primary energy (MJ/$2011 PPP GDP)
Austria,EG.USE.PCAP.KG.OE,4051.19602018508,3921.90051459529,3886.76773201774,3919.04441873374,3763.3279025587,3800.29942035468,,,,,Energy use (kg of oil equivalent per capita)
Austria,SP.DYN.TFRT.IN,1.44,1.43,1.44,1.44,1.46,1.49,1.53,1.52,1.47,1.46,"Fertility rate, total (births per woman)"
Austria,AG.PRD.FOOD.XD,95.34,102.99,95.95,96.24,102.03,97.36,100.61,98.63,101.86,,Food production index (2014-2016 = 100)
Austria,AG.LND.FRST.ZS,46.7864020055467,46.8356487930137,46.8832037212007,46.9398650204166,46.9880154623559,47.0333252544838,47.0769510421716,47.1204556471159,47.1639602520601,47.2074648570044,Forest area (% of land area)
Austria,EG.USE.COMM.FO.ZS,70.2670570317288,69.1541833994512,67.3025067863473,66.2538035085394,64.8131564661468,65.6618219894727,,,,,Fossil fuel energy consumption (% of total)
Austria,NY.GDP.MKTP.KD.ZG,1.83709367680054,2.92279728368581,0.680445576816723,0.0255047121972183,0.661272848852605,1.01450158590511,1.98943716230463,2.39958760332166,2.58012073304926,1.41873427248989,GDP growth (annual %)
Austria,EN.CLC.GHGR.MT.CE,,,,,,,,,,,GHG net emissions/removals by LUCF (Mt of CO2 equivalent)
Austria,SI.POV.GINI,30.3,30.8,30.5,30.8,30.5,30.5,30.8,29.7,30.8,,Gini index (World Bank estimate)
Austria,GE.EST,1.841763,1.617761,1.575873,1.588477,1.572586,1.479127,1.511905,1.461261,1.453342,1.490911,Government Effectiveness: Estimate
Austria,SE.XPD.TOTL.GB.ZS,10.7891302108765,10.9884901046753,10.7011804580688,10.7402896881104,10.4111604690552,10.6934795379639,10.9538497924805,10.9501600265503,,,"Government expenditure on education, total (% of government expenditure)"
Austria,EN.CLC.HEAT.XD,,,,,,,,,,,Heat Index 35 (projected change in days)
Austria,SH.MED.BEDS.ZS,7.65,7.68,7.67,7.64,7.58,7.54,7.42,7.37,7.27,,"Hospital beds (per 1,000 people)"
Austria,SI.DST.FRST.20,8.0,7.8,7.8,8.1,8.0,7.9,7.7,8.0,7.9,,Income share held by lowest 20%
Austria,IT.NET.USER.ZS,75.17,78.7399931,80.02999392,80.6188,80.99582496,83.94014193,84.32374257,87.93558659,87.47913723,87.75220479,Individuals using the Internet (% of population)
Austria,SL.TLF.ACTI.ZS,74.42,74.77,75.32,75.64,75.42,75.51,76.18,76.33,76.63,76.86,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)"
Austria,SP.DYN.LE00.IN,80.5804878048781,80.9829268292683,80.9365853658537,81.1365853658537,81.490243902439,81.190243902439,81.6414634146342,81.6439024390244,81.6926829268293,81.7926829268293,"Life expectancy at birth, total (years)"
Austria,SE.ADT.LITR.ZS,,,,,,,,,,,"Literacy rate, adult total (% of people ages 15 and above)"
Austria,EN.MAM.THRD.NO,,,,,,,,,3.0,,"Mammal species, threatened"
Austria,EN.CLC.PRCP.XD,,,,,,,,,,,"Maximum 5-day Rainfall, 25-year Return Level (projected change in mm)"
Austria,EN.CLC.SPEI.XD,,,,,,,,,,,"Mean Drought Index (projected change, unitless)"
Austria,EN.ATM.METH.PC,0.906329528024713,0.883021358272748,0.860024642968183,0.83846089712014,0.813212087116427,0.796047623549079,0.778328763322585,0.766120993011021,0.753349265275203,,Methane emissions (metric tons of CO2 equivalent per capita)
Austria,SH.DYN.MORT,4.3,4.2,4.1,3.9,3.8,3.7,3.6,3.6,3.5,3.5,"Mortality rate, under-5 (per 1,000 live births)"
Austria,SM.POP.NETM,,,267172.0,,,,,324998.0,,,Net migration
Austria,EN.ATM.NOXE.PC,0.420881258396701,0.423039921979522,0.425860478380107,0.426895702893799,0.429422785570833,0.4257929149216,0.423502415337289,0.412614125316025,0.409478129173609,,Nitrous oxide emissions (metric tons of CO2 equivalent per capita)
Austria,IP.PAT.RESD,2424.0,2154.0,2258.0,2162.0,2092.0,2205.0,2078.0,2073.0,2039.0,2066.0,"Patent applications, residents"
Austria,SH.H2O.SMDW.ZS,98.51761132,98.72393746,98.91425332,98.91264679,98.91103181,98.90942251,98.90780749,98.90619826,98.90447548,98.9026198,People using safely managed drinking water services (% of population)
Austria,SH.STA.SMSS.ZS,99.6449621,99.64096875,99.6394239,99.63907975,99.63873134,99.63836064,99.63798849,99.63759412,99.63912654,99.64076649,People using safely managed sanitation services (% of population)
Austria,EN.ATM.PM25.MC.M3,15.1491399543527,15.5733709260358,14.282332052066,14.0816134772545,13.3792279402368,13.5410951655305,12.5968160524095,12.4779667308248,,,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"
Austria,PV.EST,1.152648,1.193522,1.340567,1.364101,1.2707,1.143079,0.9096388,1.046604,0.909404,0.9801227,Political Stability and Absence of Violence/Terrorism: Estimate
Austria,SP.POP.65UP.TO.ZS,17.798383795193,18.0531001297569,18.2744944353991,18.4729790330719,18.6596177413585,18.8404776774295,18.9091469471555,18.9565733220815,19.0015664595899,19.0756062856682,Population ages 65 and above (% of total population)
Austria,EN.POP.DNST,101.28742536726,101.641731568174,102.114870266734,102.747125322606,103.563321740606,104.734597673291,105.873339796413,106.61131846825,107.131858943286,107.609306834707,Population density (people per sq. km of land area)
Austria,SI.POV.NAHC,14.5,14.4,14.4,14.1,13.9,14.1,14.4,14.3,13.3,,Poverty headcount ratio at national poverty lines (% of population)
Austria,SH.STA.OWAD.ZS,51.8,52.2,52.6,53.0,53.4,53.9,54.3,,,,Prevalence of overweight (% of adults)
Austria,SN.ITK.DEFC.ZS,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,Prevalence of undernourishment (% of population)
Austria,SG.GEN.PARL.ZS,27.8688524590164,27.8688524590164,27.8688524590164,33.3333333333333,32.2404371584699,30.6010928961749,30.6010928961749,34.4262295081967,34.4262295081967,39.344262295082,Proportion of seats held by women in national parliaments (%)
Austria,SL.TLF.CACT.FM.ZS,80.0329045767275,80.8165716001201,81.5303825956489,81.9327731092437,82.5416036308623,82.648886194878,82.9588297391042,82.9187396351576,82.5337331334333,82.7606901725431,Ratio of female to male labor force participation rate (%) (modeled ILO estimate)
Austria,RQ.EST,1.452815,1.382634,1.524189,1.490679,1.48773,1.403266,1.440436,1.437395,1.532049,1.459116,Regulatory Quality: Estimate
Austria,EG.ELC.RNEW.ZS,66.2113227544381,65.6314234326824,74.5291806141755,78.0247869868319,81.0568683458842,76.4907792691417,,,,,Renewable electricity output (% of total electricity output)
Austria,EG.FEC.RNEW.ZS,31.1345996856689,31.6378002166748,34.2843017578125,34.7025985717773,35.790901184082,34.8772010803223,34.6142997741699,33.959098815918,33.8456001281738,,Renewable energy consumption (% of total final energy consumption)
Austria,GB.XPD.RSDV.GD.ZS,2.7261,2.66868,2.91472,2.95492,3.08429,3.04979,3.12588,3.05212,3.17177,,Research and development expenditure (% of GDP)
Austria,RL.EST,1.8003,1.801555,1.858179,1.851382,1.952464,1.855247,1.814967,1.812473,1.87477,1.883051,Rule of Law: Estimate
Austria,SE.PRM.ENRR,99.7897796630859,99.7387008666992,100.599060058594,101.210121154785,101.628189086914,101.997482299805,102.264358520508,103.113151550293,103.316848754883,,"School enrollment, primary (% gross)"
Austria,SE.ENR.PRSC.FM.ZS,0.968720018863678,0.970080018043518,0.971570014953613,0.972970008850098,0.972320020198822,0.97282999753952,0.971989989280701,0.97172999382019,0.974089980125427,,"School enrollment, primary and secondary (gross), gender parity index (GPI)"
Austria,IP.JRN.ARTC.SC,11108.33,11767.52,12201.72,12404.51,12660.94,12911.21,12792.84,12850.61,12362.28,,Scientific and technical journal articles
Austria,IC.LGL.CRED.XQ,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Strength of legal rights index (0=weak to 12=strong)
Austria,ER.PTD.TOTL.ZS,,,,,,,28.4439825865815,28.3979816556051,28.3979816556051,,Terrestrial and marine protected areas (% of total territorial area)
Austria,SL.UEM.TOTL.ZS,4.82,4.56,4.87,5.34,5.62,5.72,6.01,5.5,4.85,4.49,"Unemployment, total (% of total labor force) (modeled ILO estimate)"
Austria,SP.UWT.TFRT,,,,,,,,,,,Unmet need for contraception (% of married women ages 15-49)
Austria,VA.EST,1.430291,1.402444,1.448773,1.456567,1.391321,1.383533,1.337481,1.342785,1.380758,1.326599,Voice and Accountability: Estimate
Belgium,EG.CFT.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,Access to clean fuels and technologies for cooking (% of population)
Belgium,EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,Access to electricity (% of population)
Belgium,NY.ADJ.DRES.GN.ZS,0.0,0.0007015709624402,0.0005583894299624,0.0017532639371849,0.0013840730360946,0.0012542669487827,0.0012797913960009,0.0010498796401281,0.0005119534709527,0.0004304447849376,Adjusted savings: natural resources depletion (% of GNI)
Belgium,NY.ADJ.DFOR.GN.ZS,0.0,0.0007015709624402,0.0005583894299624,0.0017532639371849,0.0013840730360946,0.0012542669487827,0.0012797913960009,0.0010498796401281,0.0005119534709527,0.0004304447849376,Adjusted savings: net forest depletion (% of GNI)
Belgium,AG.LND.AGRI.ZS,44.7721268163804,44.1116248348745,43.9894319682959,44.1380449141347,43.9663143989432,43.8573315719947,44.6103038309115,43.8243064729194,44.7159841479524,,Agricultural land (% of land area)
Belgium,NV.AGR.TOTL.ZS,0.765104156770348,0.648034219951815,0.781226734946645,0.681174913459581,0.637835968092569,0.6864147804639,0.628433475870949,0.665093660241847,0.565349487292941,0.626060683926477,"Agriculture, forestry, and fishing, value added (% of GDP)"
Belgium,ER.H2O.FWTL.ZS,,,44.1666666666667,,,,,33.2833333333333,,,"Annual freshwater withdrawals, total (% of internal resources)"
Belgium,SI.SPR.PCAP.ZG,,,,,,,,,0.93,,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)"
Belgium,SH.DTH.COMM.ZS,7.28600009200708,,,,,7.8975898577875,,,,7.89790553547321,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)"
Belgium,SL.TLF.0714.ZS,,,,,,,,,,,"Children in employment, total (% of children ages 7-14)"
Belgium,EN.ATM.CO2E.PC,9.77184705806553,8.65806434779962,8.54961568145011,8.65727005028135,8.04349554115034,8.44406111087655,8.32375671826537,8.1554911149366,8.17971106113614,,CO2 emissions (metric tons per capita)
Belgium,CC.EST,1.527498,1.575072,1.608068,1.673882,1.573292,1.573307,1.638705,1.497134,1.510498,1.551961,Control of Corruption: Estimate
Belgium,EN.CLC.CDDY.XD,,,,,,,,,,,Cooling Degree Days (projected change in number of degree Celsius)
Belgium,EN.CLC.MDAT.ZS,,,,,,,,,,,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)"
Belgium,IC.BUS.EASE.XQ,,,,,,,,,,46.0,Ease of doing business index (1=most business-friendly regulations)
Belgium,EG.ELC.COAL.ZS,6.34638133705626,6.11926213854001,6.69558079415837,6.27890560342729,6.1564711476602,6.10801173290389,,,,,Electricity production from coal sources (% of total)
Belgium,EG.IMP.CONS.ZS,74.2611828033881,71.3862629876039,73.7040318229552,73.1920687377354,76.2588603028117,80.0917919669683,,,,,"Energy imports, net (% of energy use)"
Belgium,EG.EGY.PRIM.PP.KD,5.69871674566424,5.21362674900748,4.98387304650547,5.16431552309613,4.78244046666339,4.74127411057829,,,,,Energy intensity level of primary energy (MJ/$2011 PPP GDP)
Belgium,EG.USE.PCAP.KG.OE,5539.47222297176,5092.31614681439,4845.48829505754,4997.46330606994,4708.22121789549,4687.7870492938,,,,,Energy use (kg of oil equivalent per capita)
Belgium,SP.DYN.TFRT.IN,1.86,1.81,1.8,1.76,1.74,1.7,1.68,1.65,1.62,1.57,"Fertility rate, total (births per woman)"
Belgium,AG.PRD.FOOD.XD,95.84,96.72,91.37,95.83,101.81,101.33,96.87,101.91,97.72,,Food production index (2014-2016 = 100)
Belgium,AG.LND.FRST.ZS,22.7830250990753,22.7792602377807,22.7754953764861,22.7717305151915,22.767965653897,22.7642007926024,22.7642007926024,22.7642007926024,22.7642007926024,22.7642007926024,Forest area (% of land area)
Belgium,EG.USE.COMM.FO.ZS,72.7936170372105,70.2544959262826,71.1157141124069,70.820305796114,72.6525048356486,75.8707843536824,,,,,Fossil fuel energy consumption (% of total)
Belgium,NY.GDP.MKTP.KD.ZG,2.86429270764155,1.69451389861332,0.739217283058679,0.459242192907709,1.57853314322614,2.04145900919961,1.26668640902095,1.62154719764955,1.78792007785043,1.78469437853346,GDP growth (annual %)
Belgium,EN.CLC.GHGR.MT.CE,,,,,,,,,,,GHG net emissions/removals by LUCF (Mt of CO2 equivalent)
Belgium,SI.POV.GINI,28.4,28.1,27.5,27.7,28.1,27.7,27.6,27.4,27.2,,Gini index (World Bank estimate)
Belgium,GE.EST,1.575026,1.656356,1.602476,1.607339,1.381594,1.438441,1.326213,1.181693,1.171748,1.032227,Government Effectiveness: Estimate
Belgium,SE.XPD.TOTL.GB.ZS,12.0131502151489,11.700309753418,,11.8931503295898,12.0101900100708,12.170729637146,12.3283500671387,12.4903297424316,,,"Government expenditure on education, total (% of government expenditure)"
Belgium,EN.CLC.HEAT.XD,,,,,,,,,,,Heat Index 35 (projected change in days)
Belgium,SH.MED.BEDS.ZS,6.12,6.05,5.99,5.93,5.85,5.83,5.76,5.66,5.62,5.58,"Hospital beds (per 1,000 people)"
Belgium,SI.DST.FRST.20,8.6,8.6,8.7,8.6,8.6,8.6,8.6,8.7,8.9,,Income share held by lowest 20%
Belgium,IT.NET.USER.ZS,75.0,81.609996,80.71999055,82.1702,85.0,85.05294175,86.51647666,87.67968082,88.647343,90.27542981,Individuals using the Internet (% of population)
Belgium,SL.TLF.ACTI.ZS,67.65,66.62,66.79,67.44,67.72,67.68,67.73,68.06,68.63,69.06,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)"
